AirportCode,CityCode,CountryCode,LocationType,Latitude,Longitude,TimeZoneId,UtcOffset,Names
DAD,DAD,VN,Airport,16.0439,108.1994,Asia/Ho_Chi_Minh,7.0,DA NANG
DAR,DAR,TZ,Airport,-6.8781,39.2025,Africa/Dar_es_Salaam,3.0,Dar es Salaam International
DAT,DAT,CN,Airport,39.7189,113.1461,Asia/Shanghai,8.0,Datong
DAV,DAV,,Airport,8.3911,-82.435,America/Panama,-5.0,DAVID ENRIQUE MALEK INTERNATIONAL
DAX,DZU,CN,Airport,31.1319,107.4306,Asia/Shanghai,8.0,Dazhou
DAY,DAY,US,Airport,39.9025,-84.2194,America/New_York,-4.0,"Dayton - James Cox International, OH"
DBV,DBV,HR,Airport,42.5614,18.2683,Europe/Zagreb,2.0,Dubrovnik
DCA,WAS,US,Airport,38.8522,-77.0378,America/New_York,-4.0,Washington National
DDC,DDC,US,Airport,37.7603,-99.9642,America/Chicago,-5.0,Dodge City
DDG,DDG,CN,Airport,40.0256,124.2869,Asia/Shanghai,8.0,Dandong
DEB,DEB,HU,Airport,47.4889,21.6153,Europe/Budapest,2.0,Debrecen
DEL,DEL,IN,Airport,28.5664,77.1031,Asia/Kolkata,5.5,New Delhi - Indira Gandhi International
DEN,DEN,US,Airport,39.8617,-104.6731,America/Denver,-6.0,"Denver - International, CO"
DFW,DFW,US,Airport,32.8969,-97.0381,America/Chicago,-5.0,"Dallas/Fort Worth - International, TX"
DGO,DGO,MX,Airport,24.1242,-104.5281,America/Mexico_City,-5.0,Durango
DIB,DIB,IN,Airport,27.4833,95.0167,Asia/Kolkata,5.5,Dibrugarh
DIK,DIK,US,Airport,46.8,-102.8,America/Denver,-6.0,Dickinson
DIR,DIR,ET,Airport,9.6247,41.8542,Africa/Addis_Ababa,3.0,Dire Dawa
DIY,DIY,TR,Airport,37.8939,40.2011,Europe/Istanbul,3.0,DIYARBAKIR
DJE,DJE,TN,Airport,33.875,10.7756,Africa/Tunis,1.0,Djerba
DKR,DKR,SN,Airport,14.7425,-17.4933,Africa/Dakar,0.0,Dakar
DLA,DLA,CM,Airport,4.0061,9.7194,Africa/Douala,1.0,Douala
DLC,DLC,CN,Airport,38.9656,121.5386,Asia/Shanghai,8.0,Dalian
DLH,DLH,US,Airport,46.8422,-92.1936,America/Chicago,-5.0,Duluth/Superior - Duluth International
DLM,DLM,TR,Airport,36.7131,28.7925,Europe/Istanbul,3.0,Dalaman
DME,MOW,RU,Airport,55.4089,37.9064,Europe/Moscow,3.0,Moscow - Domodedovo
DMK,BKK,TH,Airport,13.9125,100.6067,Asia/Bangkok,7.0,Bangkok - Don Muang
DMM,DMM,SA,Airport,26.4711,49.7978,Asia/Riyadh,3.0,Dammam
DMU,DMU,IN,Airport,25.8825,93.7744,Asia/Kolkata,5.5,Dimapur
DNH,DNH,CN,Airport,40.0922,94.6817,Asia/Urumqi,6.0,DUNHUANG
DNK,DNK,UA,Airport,48.3572,35.1006,Europe/Kiev,3.0,Dnipropetrovsk-42
DNZ,DNZ,TR,Airport,37.7856,29.7014,Europe/Istanbul,3.0,Denizli
DOH,DOH,QA,Airport,25.2744,51.6083,Asia/Qatar,3.0,Doha
DOK,DOK,UA,Airport,48.0736,37.7397,Europe/Kiev,3.0,Donetsk
DPS,DPS,ID,Airport,-8.7481,115.1672,Asia/Makassar,8.0,Denpasar-Bali
DQA,DQA,CN,Airport,46.75,125.1392,Asia/Urumqi,6.0,DAQING SARTU
DRO,DRO,US,Airport,37.1522,-107.7536,America/Denver,-6.0,Durango La Plata
DRS,DRS,DE,Airport,51.1344,13.7681,Europe/Berlin,2.0,Dresden
DRT,DRT,US,Airport,29.3733,-100.9264,America/Chicago,-5.0,Del Rio International
DRW,DRW,AU,Airport,-12.4147,130.8767,Australia/Darwin,9.5,Darwin
DSE,DSE,ET,Airport,11.0833,39.7167,Africa/Addis_Ababa,3.0,Dessie
DSM,DSM,US,Airport,41.5342,-93.6578,America/Chicago,-5.0,"Des Moines, IA"
DSN,DSN,CN,Airport,39.4922,109.8631,Asia/Shanghai,8.0,Ordos
DSS,DKR,SN,Airport,14.6725,-17.0714,Africa/Dakar,0.0,DAKAR BLAISE DIAGNE INTERNATIONAL
DTM,DTM,DE,Airport,51.5183,7.6122,Europe/Berlin,2.0,Dortmund
DTN,SHV,US,Airport,0.0,0.0,America/Chicago,-5.0,Shreveport Downtown
DTW,DTT,US,Airport,42.2125,-83.3533,America/New_York,-4.0,"Detroit - Wayne County, MI"
DTZ,DTM,DE,RailwayStation,51.5178,7.4592,Europe/Berlin,2.0,DORTMUND HBF RAIL STATION
DUB,DUB,IE,Airport,53.4214,-6.27,Europe/Dublin,1.0,Dublin
DUD,DUD,NZ,Airport,-45.9292,170.1975,Pacific/Auckland,12.0,DUNEDIN
DUR,DUR,ZA,Airport,-29.6144,31.1164,Africa/Johannesburg,2.0,Durban International Airport
DUS,DUS,DE,Airport,51.2894,6.7667,Europe/Berlin,2.0,Dusseldorf - Nordrhein-Westfalen
DVL,DVL,US,Airport,48.1156,-98.9081,America/Chicago,-5.0,Devils Lake
DVO,DVO,PH,Airport,7.1253,125.6456,Asia/Manila,8.0,Davao
DXB,DXB,AE,Airport,25.2528,55.3644,Asia/Dubai,4.0,Dubai
DYG,DYG,CN,Airport,29.1044,110.4431,Asia/Shanghai,8.0,Dayong
DYU,DYU,TJ,Airport,38.5433,68.825,Asia/Dushanbe,5.0,DUSHANBE INTERNATIONAL
EAR,EAR,US,Airport,40.7267,-99.0092,America/Chicago,-5.0,Kearney
EAT,EAT,US,Airport,47.3989,-120.2072,America/Los_Angeles,-7.0,Wenatchee
EAU,EAU,US,Airport,44.8658,-91.4842,America/Chicago,-5.0,Eau Clair
EBB,EBB,UG,Airport,0.0425,32.4436,Africa/Kampala,3.0,Entebbe
EBJ,EBJ,DK,Airport,55.52638889,8.5525,Europe/Copenhagen,2.0,Esbjerg
EBL,EBL,IQ,Airport,36.2378,43.9631,Asia/Baghdad,3.0,Erbil
ECN,ECN,,Airport,35.1597,33.4883,Asia/Nicosia,3.0,ERCAN
ECP,ECP,US,Airport,30.3578,-85.7989,America/Chicago,-5.0,PANAMA CITY NW FLORIDA BEACHES INTL
EDI,EDI,GB,Airport,55.95,-3.3725,Europe/London,1.0,Edinburgh
EDO,EDO,TR,Airport,39.5547,27.0139,Europe/Istanbul,3.0,EDREMIT KORFEZ
EFL,EFL,GR,Airport,38.12,20.5006,Europe/Athens,3.0,Kefallinia
EGE,EGE,US,Airport,39.6425,-106.9178,America/Denver,-6.0,"Vail/Eagle County, CO"
EGO,EGO,RU,Airport,50.6439,36.59,Europe/Moscow,3.0,Belgorod
EJA,EJA,CO,Airport,7.0244,-73.8067,America/Bogota,-5.0,BARRANCABERMEJA YARIGUIES
ELM,ELM,US,Airport,42.16,-76.8917,America/New_York,-4.0,Elmira/Corning
ELP,ELP,US,Airport,31.8025,-106.3983,America/Denver,-6.0,"El Paso International, TX"
ELS,ELS,ZA,Airport,-33.0356,27.8258,Africa/Johannesburg,2.0,East London
EMA,EMA,GB,Airport,52.8311,-1.3281,Europe/London,1.0,East Midlands
ENU,ENU,NG,Airport,6.4742,7.5619,Africa/Lagos,1.0,ENUGU AKANU IBIAM INTL
ERC,ERC,TR,Airport,39.7103,39.5269,Europe/Istanbul,3.0,Erzincan
ERI,ERI,US,Airport,42.0819,-80.1761,America/New_York,-4.0,Erie International
ERZ,ERZ,TR,Airport,39.9564,41.1703,Europe/Istanbul,3.0,Erzurum
ESB,ANK,TR,Airport,40.1281,32.995,Europe/Istanbul,3.0,Ankara - Esenboga
EUG,EUG,US,Airport,44.1247,-123.2119,America/Los_Angeles,-7.0,"Eugene, OR"
EVE,EVE,NO,Airport,68.4914,16.6781,Europe/Oslo,2.0,"Harstad-Narvik, Evenes"
EVN,EVN,AM,Airport,40.1472,44.3958,Asia/Yerevan,4.0,Yerevan - Zvartnots Int´l
EVV,EVV,US,Airport,38.0369,-87.5325,America/Chicago,-5.0,EVANSVILLE REGIONAL
EWN,EWN,US,Airport,35.0731,-77.0431,America/New_York,-4.0,New Bern
EWR,NYC,US,Airport,40.6925,-74.1686,America/New_York,-4.0,"New York - Newark International, NJ"
EYW,EYW,US,Airport,24.5561,-81.7594,America/New_York,-4.0,Key West International
EZE,BUE,AR,Airport,-34.8222,-58.5358,America/Argentina/Buenos_Aires,-3.0,Buenos Aires - Ministro Pistarini
EZS,EZS,TR,Airport,38.6069,39.2914,Europe/Istanbul,3.0,Elazig
FAE,FAE,FO,Airport,62.0664,-7.2931,Atlantic/Faroe,1.0,Faroe Islands
FAI,FAI,US,Airport,64.815,-147.8564,America/Anchorage,-8.0,FAIRBANKS INTERNATIONAL APT
FAO,FAO,PT,Airport,37.0144,-7.9658,Europe/Lisbon,1.0,Faro
FAR,FAR,US,Airport,46.9206,-96.8158,America/Chicago,-5.0,"Fargo, ND"
FAT,FAT,US,Airport,36.7761,-119.7181,America/Los_Angeles,-7.0,"Fresno - Air Terminal, CA"
FAY,FAY,US,Airport,34.99,-78.8831,America/New_York,-4.0,"Fayetteville, North Carolina - Municipal"
FBM,FBM,CD,Airport,-11.5914,27.5308,Africa/Lubumbashi,2.0,Lubumbashi
FCA,FCA,US,Airport,48.3106,-114.2561,America/Denver,-6.0,Kalispell
FCO,ROM,IT,Airport,41.8003,12.2389,Europe/Rome,2.0,Rome - Leonardo Da Vinci
FDH,FDH,DE,Airport,47.6714,9.5114,Europe/Berlin,2.0,Friedrichshafen
FEZ,FEZ,MA,Airport,33.9272,-4.9781,Africa/Casablanca,1.0,FES SAISS
FIH,FIH,CD,Airport,-4.3858,15.4444,Africa/Kinshasa,1.0,Kinshasa N'Djili
FKB,FKB,DE,Airport,48.7794,8.0806,Europe/Berlin,2.0,Karlsruhe
FKS,FKS,JP,Airport,37.2275,140.4306,Asia/Tokyo,9.0,Fukushima
FLG,GCN,US,Airport,35.1383,-111.6711,America/Phoenix,-7.0,GRAND CANYON FLAGSTAFF PULLIAM
FLL,FLL,US,Airport,26.0725,-80.1528,America/New_York,-4.0,"Fort Lauderdale - International, FL"
FLN,FLN,BR,Airport,-27.6706,-48.5472,America/Sao_Paulo,-3.0,Florianopolis
FLO,FLO,US,Airport,34.1875,-79.7247,America/New_York,-4.0,Florence
FLR,FLR,IT,Airport,43.8086,11.2028,Europe/Rome,2.0,Florence - Amerigo Vespucci
FMM,FMM,DE,Airport,47.9881,10.2375,Europe/Berlin,2.0,Memmingen
FMN,FMN,US,Airport,36.7414,-108.2311,America/Denver,-6.0,"Farmington, New Mexico - Municipal"
FMO,FMO,DE,Airport,52.1347,7.6847,Europe/Berlin,2.0,Munster
FMY,FMY,US,Airport,26.5833,-81.8667,America/New_York,-4.0,Fort Myers - Page Field
FNA,FNA,SL,Airport,8.6164,-13.1956,Africa/Freetown,0.0,Freetown - Lungi International
FNC,FNC,PT,Airport,32.6942,-16.7781,Europe/Lisbon,1.0,Funchal
FNJ,FNJ,KP,Airport,39.2236,125.67,Asia/Pyongyang,9.0,PYONGYANG SUNAN INTL
FNT,FNT,US,Airport,42.9656,-83.7436,America/New_York,-4.0,Flint
FOC,FOC,CN,Airport,25.935,119.6633,Asia/Shanghai,8.0,Fuzhou
FOE,TOP,US,Airport,38.9508,-95.6636,America/Chicago,-5.0,Topeka - Forbes AFB
FOR,FOR,BR,Airport,-3.7764,-38.5325,America/Belem,-3.0,Fortaleza
FRA,FRA,DE,Airport,50.0331,8.5706,Europe/Berlin,2.0,Frankfurt/Main International
FRS,FRS,GT,Airport,16.9156,-89.8697,America/Guatemala,-6.0,Flores
FRU,FRU,KG,Airport,43.0614,74.4775,Asia/Bishkek,6.0,BISHKEK MANAS INTERNATIONAL
FRW,FRW,BW,Airport,-21.1597,27.4744,Africa/Gaborone,2.0,Francistown
FSC,FSC,FR,Airport,41.5022,9.0967,Europe/Paris,2.0,Figari
FSD,FSD,US,Airport,43.5819,-96.7419,America/Chicago,-5.0,Sioux Falls
FSZ,FSZ,JP,Airport,34.7969,138.1808,Asia/Tokyo,9.0,Shizuoka
FTE,FTE,AR,Airport,-50.28,-72.0533,America/Argentina/Buenos_Aires,-3.0,El Calafate
FUE,FUE,ES,Airport,28.4528,-13.8639,Atlantic/Canary,1.0,Fuerteventura
FUJ,FUJ,JP,Airport,32.6664,128.8328,Asia/Tokyo,9.0,GOTO-FUKUE
FUK,FUK,JP,Airport,33.5858,130.4506,Asia/Tokyo,9.0,Fukuoka
FWA,FWA,US,Airport,40.9831,-85.1897,America/Indiana/Indianapolis,-4.0,"Fort Wayne Municipal - Baer Field, IN"
FYV,FYV,US,Airport,36.0,-94.1667,America/Chicago,-5.0,"Fayetteville, Arkansas - Drake Field Municipal"
GAU,GAU,IN,Airport,26.1061,91.5858,Asia/Kolkata,5.5,Guwahati
GAY,GAY,IN,Airport,24.7444,84.9511,Asia/Kolkata,5.5,Gaya
GBE,GBE,BW,Airport,-24.5553,25.9183,Africa/Gaborone,2.0,Gaborone - Sir Seretse Khama International
GCC,GCC,US,Airport,44.3475,-105.5417,America/Denver,-6.0,Gillette
GCI,GCI,GB,Airport,49.4347,-2.6019,Europe/London,1.0,Guernsey
GCK,GCK,US,Airport,37.9275,-100.7244,America/Chicago,-5.0,Garden City Municipal
GCM,GCM,KY,Airport,19.2928,-81.3578,America/Cayman,-5.0,GRAND CAYMAN OWEN ROBERTS INTL
GDE,GDE,ET,Airport,5.935,43.5786,Africa/Addis_Ababa,3.0,Gode
GDL,GDL,MX,Airport,20.5217,-103.3111,America/Mexico_City,-5.0,Guadalajara
GDN,GDN,PL,Airport,54.3775,18.4661,Europe/Warsaw,2.0,Gdansk
GDQ,GDQ,ET,Airport,12.52,37.4342,Africa/Addis_Ababa,3.0,Gonder
GEG,GEG,US,Airport,47.6172,-117.54,America/Los_Angeles,-7.0,"Spokane International, WA"
GEO,GEO,GY,Airport,6.4986,-58.2542,America/Guyana,-4.0,GEORGETOWN CHEDDI JAGAN INTERNATIONAL
GIG,RIO,BR,Airport,-22.8125,-43.2483,America/Sao_Paulo,-3.0,Rio de Janeiro - International
GIS,GIS,NZ,Airport,-38.6639,177.9769,Pacific/Auckland,12.0,GISBORNE
GJT,GJT,US,Airport,39.1233,-108.5258,America/Denver,-6.0,"Grand Junction, CO"
GLA,GLA,GB,Airport,55.8719,-4.4333,Europe/London,1.0,Glasgow
GMB,GMB,ET,Airport,8.1289,34.5631,Africa/Addis_Ababa,3.0,Gambela
GMP,SEL,KR,Airport,37.5583,126.7906,Asia/Seoul,9.0,Seoul - Gimpo International
GND,GND,GD,Airport,12.0042,-61.7861,America/Grenada,-4.0,GRENADA MAURICE BISHOP INTL
GNV,GNV,US,Airport,29.69,-82.2717,America/New_York,-4.0,"Gainesville, Florida - Allison Municipal"
GNY,SFQ,TR,Airport,37.0944,38.8469,Europe/Istanbul,3.0,Sanliurfa - Guney Anadolu
GOA,GOA,IT,Airport,44.4133,8.8375,Europe/Rome,2.0,Genoa
GOB,GOB,ET,Airport,7.1189,40.045,Africa/Addis_Ababa,3.0,Goba
GOI,GOI,IN,Airport,15.3808,73.8314,Asia/Kolkata,5.5,Goa
GOJ,GOJ,RU,Airport,56.23,43.7842,Europe/Moscow,3.0,Nizhny Novgorod
GOM,GOM,CG,Airport,-1.6708,29.2383,Africa/Lubumbashi,2.0,Goma International
GOT,GOT,SE,Airport,57.6628,12.2797,Europe/Stockholm,2.0,Gothenburg - Landvetter
GPA,GPA,GR,Airport,38.1511,21.4256,Europe/Athens,3.0,Patrai
GPS,GPS,EC,Airport,-0.4539,-90.2658,Pacific/Galapagos,-6.0,BALTRA ISLAND SEYMOUR
GPT,GPT,US,Airport,30.4072,-89.07,America/Chicago,-5.0,Gulfport
GRB,GRB,US,Airport,44.4856,-88.1339,America/Chicago,-5.0,Green Bay
GRI,GRI,US,Airport,40.9675,-98.3097,America/Chicago,-5.0,Grand Island
GRJ,GRJ,ZA,Airport,-34.0056,22.3789,Africa/Johannesburg,2.0,George
GRO,GRO,ES,Airport,41.9008,2.7606,Europe/Madrid,2.0,GIRONA COSTA BRAVA APT
GRQ,GRQ,NL,Airport,53.125,6.5833,Europe/Amsterdam,2.0,GRONINGEN EELDE
GRR,GRR,US,Airport,42.8808,-85.5228,America/New_York,-4.0,"Grand Rapids, Kent County Intl, MI"
GRU,SAO,BR,Airport,-23.4319,-46.4694,America/Sao_Paulo,-3.0,Sao Paulo - Guarulhos International
GRZ,GRZ,AT,Airport,46.9936,15.44,Europe/Vienna,2.0,Graz - Thalerhof
GSO,GSO,US,Airport,36.0978,-79.9372,America/New_York,-4.0,"Greensboro - Piedmont Triad International, NC"
GSP,GSP,US,Airport,34.8956,-82.2189,America/New_York,-4.0,"Greenville - Spartanbur, SC"
GTF,GTF,US,Airport,47.4819,-111.3706,America/Denver,-6.0,Great Falls International
GUA,GUA,GT,Airport,14.5844,-90.5272,America/Guatemala,-6.0,Guatemala City
GUC,GUC,US,Airport,38.5356,-106.9331,America/Denver,-6.0,Gunnison
GUM,GUM,GU,Airport,13.4833,144.7961,Pacific/Guam,10.0,Guam - Agana Field
GUW,AKX,KZ,Airport,47.1219,51.8214,Asia/Oral,5.0,Atyrau
GVA,GVA,CH,Airport,46.2381,6.1089,Europe/Zurich,2.0,Genève - Geneva-Cointrin Airport
GWL,GWL,IN,Airport,26.2933,78.2278,Asia/Kolkata,5.5,Gwalior
GWT,GWT,DE,Airport,54.9133,8.3406,Europe/Berlin,2.0,Westerland/Sylt
GYD,BAK,AZ,Airport,40.4675,50.0467,Asia/Baku,4.0,Baku - Heydar Aliyev Int´l
GYE,GYE,EC,Airport,-2.1575,-79.8836,America/Guayaquil,-5.0,Guayaquil
GYN,GYN,BR,Airport,-16.6319,-49.2206,America/Sao_Paulo,-3.0,Goiania
GZP,GZP,TR,Airport,36.2981,32.2903,Europe/Istanbul,3.0,Gazipasa
GZT,GZT,TR,Airport,36.9472,37.4786,Europe/Istanbul,3.0,Gaziantep
HAC,HAC,JP,Airport,33.115,139.7858,Asia/Tokyo,9.0,Hachijo Jima
HAH,YVA,KM,Airport,-11.5336,43.2719,Indian/Comoro,3.0,MORONI PRINCE SAID IBRAHIM
HAJ,HAJ,DE,Airport,52.4606,9.6894,Europe/Berlin,2.0,Hannover
HAK,HAK,CN,Airport,19.9347,110.4589,Asia/Shanghai,8.0,Haikou
HAM,HAM,DE,Airport,53.6303,9.9883,Europe/Berlin,2.0,Hamburg
HAN,HAN,VN,Airport,21.2211,105.8072,Asia/Ho_Chi_Minh,7.0,Hanoi
HAR,HAR,US,Airport,40.2667,-76.8667,America/New_York,-4.0,"Harrisburg, Pennsylvania - Skyport"
HAU,HAU,NO,Airport,59.3453,5.2083,Europe/Oslo,2.0,Haugesund
HAV,HAV,CU,Airport,22.9903,-82.4078,America/Havana,-4.0,Havanna
HBA,HBA,AU,Airport,-42.8361,147.5103,Australia/Hobart,10.0,Hobart
HBE,ALY,EG,Airport,30.9178,29.6964,Africa/Cairo,2.0,Alexandria - Borg El Arab
HDB,HDB,DE,Airport,49.3933,8.6519,Europe/Berlin,2.0,Heidelberg
HDF,HDF,DE,Airport,53.8786,14.1522,Europe/Berlin,2.0,Heringsdorf/Usedom
HDN,AXG,US,Airport,40.4833,-107.2236,America/Denver,-6.0,"Hayden - Yampa Valley, Colorado"
HDS,HDS,ZA,Airport,-24.3486,30.9469,Africa/Johannesburg,2.0,Hoedspruit
HDY,HDY,TH,Airport,6.9328,100.395,Asia/Bangkok,7.0,Hat Yai
HEL,HEL,FI,Airport,60.3172,24.9633,Europe/Helsinki,3.0,Helsinki - Vantaa
HER,HER,GR,Airport,35.3397,25.1803,Europe/Athens,3.0,Heraklion
HET,HET,CN,Airport,40.8514,111.8242,Asia/Shanghai,8.0,Hohhot
HFE,HFE,CN,Airport,31.9911,116.9892,Asia/Shanghai,8.0,Hefei
HGA,HGA,SO,Airport,9.5139,44.0839,Africa/Mogadishu,3.0,HARGEISA EGAL INTL
HGH,HGH,CN,Airport,30.2294,120.4344,Asia/Shanghai,8.0,Hangzhou
HHH,HHH,US,Airport,32.2222,-80.6989,America/New_York,-4.0,Hilton Head
HIJ,HIJ,JP,Airport,34.4361,132.9194,Asia/Tokyo,9.0,Hiroshima International
HIL,HIL,ET,Airport,6.0833,44.8,Africa/Addis_Ababa,3.0,Shilabo
HIN,HIN,KR,Airport,35.0886,128.0703,Asia/Seoul,9.0,Jinju
HKD,HKD,JP,Airport,41.77,140.8219,Asia/Tokyo,9.0,Hakodate
HKG,HKG,HK,Airport,22.3089,113.9147,Asia/Hong_Kong,8.0,Hong Kong International Airport
HKT,HKT,TH,Airport,8.1122,98.3053,Asia/Bangkok,7.0,Phuket
HLD,HLD,CN,Airport,49.2086,119.8167,Asia/Shanghai,8.0,Hailar
HLH,HLH,CN,Airport,46.1947,122.0083,Asia/Shanghai,8.0,Ulanhot
HLN,HLN,US,Airport,46.6069,-111.9828,America/Denver,-6.0,"Helena, Montana"
HMO,HMO,MX,Airport,29.0958,-111.0478,America/Hermosillo,-7.0,Hermosillo
HND,TYO,JP,Airport,35.5522,139.7797,Asia/Tokyo,9.0,Tokyo - Haneda
HNL,HNL,US,Airport,21.3278,-157.9222,Pacific/Honolulu,-10.0,Honolulu International
HOG,HOG,CU,Airport,20.7856,-76.315,America/Havana,-4.0,Holguin
HOV,HOV,NO,Airport,62.1792,6.0711,Europe/Oslo,2.0,Orsta-Volda
HPN,HPN,US,Airport,41.0669,-73.7075,America/New_York,-4.0,Westchester County
HRB,HRB,CN,Airport,45.6233,126.2503,Asia/Shanghai,8.0,Harbin
HRE,HRE,ZW,Airport,-17.9319,31.0928,Africa/Harare,2.0,Harare
HRG,HRG,EG,Airport,27.1786,33.8014,Africa/Cairo,2.0,Hurghada
HRK,HRK,UA,Airport,49.9261,36.2836,Europe/Kiev,3.0,Kharkov
HRL,HFD,US,Airport,26.2286,-97.6544,America/Chicago,-5.0,"Harlingen, Texas"
HSG,HSG,JP,Airport,33.1497,130.3022,Asia/Tokyo,9.0,Saga Airport
HSV,HSV,US,Airport,34.6372,-86.775,America/Chicago,-5.0,"Huntsville, Madison County, AL"
HTS,HTS,US,Airport,38.3683,-82.5592,America/New_York,-4.0,Huntington
HTY,HTY,TR,Airport,36.3597,36.2847,Europe/Istanbul,3.0,Hatay
HUE,HUE,ET,Airport,13.8333,36.8794,Africa/Addis_Ababa,3.0,Humera
HUX,HUX,MX,Airport,15.7753,-96.2625,America/Mexico_City,-5.0,Huatulco
HYD,HYD,IN,Airport,17.2311,78.4314,Asia/Kolkata,5.5,Hyderabad
HYN,HYN,CN,Airport,28.5653,121.4303,Asia/Shanghai,8.0,Taizhou
HYS,HYS,US,Airport,38.8503,-99.2756,America/Chicago,-5.0,Hays
IAD,WAS,US,Airport,38.9444,-77.4558,America/New_York,-4.0,"Washington - Dulles International, DC"
IAH,HOU,US,Airport,29.9844,-95.3414,America/Chicago,-5.0,"Houston - Intercontinental, TX"
IAS,IAS,RO,Airport,47.1786,27.6206,Europe/Bucharest,3.0,Iasi
IBZ,IBZ,ES,Airport,38.8728,1.3731,Europe/Madrid,2.0,Ibiza
ICN,SEL,KR,Airport,37.4692,126.4506,Asia/Seoul,9.0,Seoul - Incheon International Airport
ICT,ICT,US,Airport,37.6528,-97.4331,America/Chicago,-5.0,"Wichita - Mid-Continent, KS"
IDA,IDA,US,Airport,43.5144,-112.0708,America/Denver,-6.0,IDAHO FALLS REGIONAL
IDR,IDR,IN,Airport,22.7217,75.8011,Asia/Kolkata,5.5,Indore
IEG,IEG,PL,Airport,52.1386,15.7986,Europe/Warsaw,2.0,ZIELONA GORA BABIMOST
IEV,IEV,UA,Airport,50.4017,30.4497,Europe/Kiev,3.0,KIEV ZHULIANY INTL APT
IFN,IFN,IR,Airport,32.7517,51.8697,Asia/Tehran,4.5,ESFAHAN SHAHID BEHESHTI INTL
IGD,IGD,TR,Airport,39.9728,43.8844,Europe/Istanbul,3.0,Igdir
IGR,IGR,AR,Airport,-25.7372,-54.4733,America/Argentina/Buenos_Aires,-3.0,Iguazu
IGU,IGU,BR,Airport,-25.5961,-54.4872,America/Sao_Paulo,-3.0,Foz do Iguaçu - Cataratas
IKA,THR,IR,Airport,35.4161,51.1522,Asia/Tehran,4.5,Tehran - Imam Khomeini Intl
ILE,ILE,US,Airport,31.085,-97.6867,America/Chicago,-5.0,Killeen Municipal
ILM,ILM,US,Airport,34.2706,-77.9025,America/New_York,-4.0,Wilmington
IMF,IMF,IN,Airport,24.76,93.8967,Asia/Kolkata,5.5,Imphal
INC,INC,CN,Airport,38.4933,106.0119,Asia/Shanghai,8.0,Yinchuan
IND,IND,US,Airport,39.7172,-86.2944,America/Indiana/Indianapolis,-4.0,"Indianapolis International, IN"
INI,INI,RS,Airport,43.3372,21.8536,Europe/Belgrade,2.0,Nis
INN,INN,AT,Airport,47.2603,11.3439,Europe/Vienna,2.0,Innsbruck - Kranebitten
IOA,IOA,GR,Airport,39.6964,20.8225,Europe/Athens,3.0,Ioannina
IOS,IOS,BR,Airport,-14.8158,-39.0333,America/Belem,-3.0,Ilheus
IPL,IPL,US,Airport,32.835,-115.5747,America/Los_Angeles,-7.0,El Centro - Imperial County
IQQ,IQQ,CL,Airport,-20.5353,-70.1814,America/Santiago,-4.0,Iquique
ISB,ISB,PK,Airport,33.6167,73.0992,Asia/Karachi,5.0,Islamabad International
ISE,ISE,TR,Airport,37.8556,30.3683,Europe/Istanbul,3.0,ISPARTA SULEYMAN DEMIREL
ISG,ISG,JP,Airport,24.3964,124.245,Asia/Tokyo,9.0,Ishigaki
ISL,IST,TR,Airport,40.9769,28.815,Europe/Istanbul,3.0,Istanbul
ISN,ISN,US,Airport,48.1792,-103.6433,America/Chicago,-5.0,Williston - Sloulin Field International
IST,IST,TR,Airport,40.9769,28.8147,Europe/Istanbul,3.0,Istanbul
ISU,ISU,IQ,Airport,35.5625,45.3158,Asia/Baghdad,3.0,Sulaymaniyah International
ITH,ITH,US,Airport,42.4911,-76.4608,America/New_York,-4.0,Ithaca
ITM,OSA,JP,Airport,34.7856,135.4383,Asia/Tokyo,9.0,Osaka - Itami
ITO,ITO,US,Airport,19.7214,-155.0483,Pacific/Honolulu,-10.0,Hilo International
IVC,IVC,NZ,Airport,-46.4147,168.3131,Pacific/Auckland,12.0,INVERCARGILL
IVL,IVL,FI,Airport,68.6072,27.4053,Europe/Helsinki,3.0,Ivalo
IWJ,IWJ,JP,Airport,34.6764,131.7903,Asia/Tokyo,9.0,Iwami
IWK,IWK,JP,Airport,34.1353,132.2356,Asia/Tokyo,9.0,Iwakuni
IXA,IXA,IN,Airport,23.8869,91.2406,Asia/Kolkata,5.5,Agartala
IXB,IXB,IN,Airport,26.6811,88.3286,Asia/Kolkata,5.5,Bagdogra
IXC,IXC,IN,Airport,30.6733,76.7886,Asia/Kolkata,5.5,Chandigarh
IXD,IXD,IN,Airport,25.44,81.7339,Asia/Kolkata,5.5,Allahabad
IXE,IXE,IN,Airport,12.9614,74.89,Asia/Kolkata,5.5,Mangalore
IXJ,IXJ,IN,Airport,32.6892,74.8375,Asia/Kolkata,5.5,Jammu
IXL,IXL,IN,Airport,34.1358,77.5464,Asia/Kolkata,5.5,Leh
IXM,IXM,IN,Airport,9.8344,78.0933,Asia/Kolkata,5.5,Madurai
IXR,IXR,IN,Airport,23.3142,85.3217,Asia/Kolkata,5.5,Ranchi
IXS,IXS,IN,Airport,24.9131,92.9786,Asia/Kolkata,5.5,Silchar
IXU,IXU,IN,Airport,19.8628,75.3981,Asia/Kolkata,5.5,Aurangabad
IXZ,IXZ,IN,Airport,11.6411,92.7297,Asia/Kolkata,5.5,Port Blair
