airport_code,ScheduledTimeUTC,FlightNumber,AirlineID,DepartureTimeUTC,ArrivalTimeUTC,FlightStatus,Equipment,DepartureDelay,ArrivalDelay
ARN,2024-06-09 06:20:00+00:00,4606,EW,2024-06-09 06:20:00+00:00,2024-06-09 08:35:00+00:00,LD,32A,0.0,135.0
ARN,2024-06-09 06:55:00+00:00,803,AY,2024-06-09 06:55:00+00:00,2024-06-09 08:15:00+00:00,,32B,0.0,80.0
ARN,2024-06-09 06:55:00+00:00,4650,EW,2024-06-09 06:55:00+00:00,2024-06-09 10:05:00+00:00,LD,32A,0.0,190.0
ARN,2024-06-09 07:30:00+00:00,1253,LX,2024-06-09 07:30:00+00:00,2024-06-09 10:00:00+00:00,LD,221,0.0,150.0
ARN,2024-06-09 07:50:00+00:00,801,LH,2024-06-09 07:50:00+00:00,2024-06-09 10:05:00+00:00,LD,32Q,0.0,135.0
ARN,2024-06-09 08:05:00+00:00,312,OS,2024-06-09 08:05:00+00:00,2024-06-09 10:15:00+00:00,LD,320,0.0,130.0
ARN,2024-06-09 09:50:00+00:00,2415,LH,2024-06-09 09:50:00+00:00,2024-06-09 12:05:00+00:00,LD,321,0.0,135.0
ASR,2024-06-09 06:55:00+00:00,7033,XQ,2024-06-09 06:55:00+00:00,2024-06-09 08:15:00+00:00,LD,73H,0.0,80.0
ATH,2024-06-09 05:10:00+00:00,830,A3,2024-06-09 05:10:00+00:00,2024-06-09 08:15:00+00:00,LD,32N,0.0,185.0
ATH,2024-06-09 05:15:00+00:00,860,A3,2024-06-09 05:15:00+00:00,2024-06-09 07:35:00+00:00,LD,321,0.0,140.0
ATH,2024-06-09 05:35:00+00:00,802,A3,2024-06-09 05:35:00+00:00,2024-06-09 08:15:00+00:00,LD,32N,0.0,160.0
ATH,2024-06-09 07:40:00+00:00,9681,EW,2024-06-09 07:40:00+00:00,2024-06-09 10:55:00+00:00,LD,31D,0.0,195.0
ATH,2024-06-09 07:55:00+00:00,1841,LX,2024-06-09 07:55:00+00:00,2024-06-09 10:45:00+00:00,LD,221,0.0,170.0
ATH,2024-06-09 08:30:00+00:00,1281,LH,2024-06-09 08:30:00+00:00,2024-06-09 11:35:00+00:00,LD,32M,0.0,185.0
ATH,2024-06-09 08:45:00+00:00,4217,EW,2024-06-09 08:45:00+00:00,2024-06-09 11:25:00+00:00,LD,320,0.0,160.0
AUH,2024-06-09 05:40:00+00:00,653,EY,2024-06-09 05:40:00+00:00,2024-06-09 09:35:00+00:00,,32Q,0.0,235.0
AYT,2024-06-09 04:00:00+00:00,7112,XQ,2024-06-09 04:00:00+00:00,2024-06-09 05:40:00+00:00,LD,7M8,0.0,100.0
AYT,2024-06-09 04:55:00+00:00,590,XQ,2024-06-09 04:55:00+00:00,2024-06-09 09:35:00+00:00,DP,73H,0.0,280.0
AYT,2024-06-09 05:00:00+00:00,7032,XQ,2024-06-09 05:00:00+00:00,2024-06-09 06:20:00+00:00,LD,73H,0.0,80.0
AYT,2024-06-09 05:15:00+00:00,532,XQ,2024-06-09 05:15:00+00:00,2024-06-09 10:30:00+00:00,LD,7M8,0.0,315.0
AYT,2024-06-09 05:25:00+00:00,560,XQ,2024-06-09 05:25:00+00:00,2024-06-09 10:15:00+00:00,LD,73H,0.0,290.0
AYT,2024-06-09 05:30:00+00:00,7614,XQ,2024-06-09 05:30:00+00:00,2024-06-09 07:25:00+00:00,LD,7M8,0.0,115.0
AYT,2024-06-09 05:45:00+00:00,598,XQ,2024-06-09 05:45:00+00:00,2024-06-09 10:55:00+00:00,LD,7M8,0.0,310.0
AYT,2024-06-09 06:00:00+00:00,5029,PC,2024-06-09 06:00:00+00:00,2024-06-09 09:35:00+00:00,LD,320,0.0,215.0
AYT,2024-06-09 06:00:00+00:00,160,XQ,2024-06-09 06:00:00+00:00,2024-06-09 09:35:00+00:00,LD,73H,0.0,215.0
AYT,2024-06-09 06:05:00+00:00,9091,XQ,2024-06-09 06:05:00+00:00,2024-06-09 07:15:00+00:00,LD,7M8,0.0,70.0
AYT,2024-06-09 06:20:00+00:00,524,XQ,2024-06-09 06:20:00+00:00,2024-06-09 10:45:00+00:00,LD,320,0.0,265.0
AYT,2024-06-09 06:30:00+00:00,274,XQ,2024-06-09 06:30:00+00:00,2024-06-09 10:00:00+00:00,LD,73H,0.0,210.0
AYT,2024-06-09 06:35:00+00:00,592,XQ,2024-06-09 06:35:00+00:00,2024-06-09 11:35:00+00:00,LD,73H,0.0,300.0
AYT,2024-06-09 06:55:00+00:00,172,XQ,2024-06-09 06:55:00+00:00,2024-06-09 10:50:00+00:00,LD,320,0.0,235.0
AYT,2024-06-09 07:00:00+00:00,130,XQ,2024-06-09 07:00:00+00:00,2024-06-09 10:25:00+00:00,LD,73H,0.0,205.0
AYT,2024-06-09 07:05:00+00:00,146,XQ,2024-06-09 07:05:00+00:00,2024-06-09 10:55:00+00:00,LD,7M8,0.0,230.0
AYT,2024-06-09 07:05:00+00:00,240,XQ,2024-06-09 07:05:00+00:00,2024-06-09 11:00:00+00:00,LD,73H,0.0,235.0
AYT,2024-06-09 07:20:00+00:00,155,DE,2024-06-09 07:20:00+00:00,2024-06-09 11:10:00+00:00,LD,75T,0.0,230.0
AYT,2024-06-09 07:30:00+00:00,580,XQ,2024-06-09 07:30:00+00:00,2024-06-09 11:40:00+00:00,LD,73H,0.0,250.0
AYT,2024-06-09 07:40:00+00:00,859,DE,2024-06-09 07:40:00+00:00,2024-06-09 11:05:00+00:00,LD,32B,0.0,205.0
BCN,2024-06-09 05:50:00+00:00,1819,LH,2024-06-09 05:50:00+00:00,2024-06-09 07:50:00+00:00,LD,32M,0.0,120.0
BCN,2024-06-09 06:00:00+00:00,1137,LH,2024-06-09 06:00:00+00:00,2024-06-09 08:10:00+00:00,LD,321,0.0,130.0
BCN,2024-06-09 07:20:00+00:00,1809,LH,2024-06-09 07:20:00+00:00,2024-06-09 09:20:00+00:00,LD,321,0.0,120.0
BCN,2024-06-09 07:30:00+00:00,442,OS,2024-06-09 07:30:00+00:00,2024-06-09 09:55:00+00:00,DV,321,0.0,145.0
BCN,2024-06-09 07:35:00+00:00,1953,LX,2024-06-09 07:35:00+00:00,2024-06-09 09:25:00+00:00,LD,320,0.0,110.0
BCN,2024-06-09 08:00:00+00:00,392,OS,2024-06-09 08:00:00+00:00,2024-06-09 10:15:00+00:00,LD,320,0.0,135.0
BCN,2024-06-09 08:05:00+00:00,1654,AY,2024-06-09 08:05:00+00:00,2024-06-09 12:10:00+00:00,,321,0.0,245.0
BCN,2024-06-09 08:15:00+00:00,521,EW,2024-06-09 08:15:00+00:00,2024-06-09 10:35:00+00:00,LD,31D,0.0,140.0
BCN,2024-06-09 08:25:00+00:00,1125,LH,2024-06-09 08:25:00+00:00,2024-06-09 10:35:00+00:00,LD,321,0.0,130.0
BCN,2024-06-09 08:50:00+00:00,895,XQ,2024-06-09 08:50:00+00:00,2024-06-09 12:00:00+00:00,LD,73H,0.0,190.0
BCN,2024-06-09 09:45:00+00:00,1811,LH,2024-06-09 09:45:00+00:00,2024-06-09 11:45:00+00:00,CD,32M,0.0,120.0
BDS,2024-06-09 06:55:00+00:00,1719,LX,2024-06-09 06:55:00+00:00,2024-06-09 09:00:00+00:00,LD,E90,0.0,125.0
BDS,2024-06-09 09:10:00+00:00,8261,EN,2024-06-09 09:10:00+00:00,2024-06-09 11:00:00+00:00,LD,E95,0.0,110.0
BEG,2024-06-09 07:35:00+00:00,1413,LX,2024-06-09 07:35:00+00:00,2024-06-09 09:30:00+00:00,LD,E90,0.0,115.0
BEG,2024-06-09 09:05:00+00:00,736,OS,2024-06-09 09:05:00+00:00,2024-06-09 10:15:00+00:00,LD,E95,0.0,70.0
BER,2024-06-09 06:45:00+00:00,8590,EW,2024-06-09 06:45:00+00:00,2024-06-09 09:25:00+00:00,LD,320,0.0,160.0
BER,2024-06-09 06:45:00+00:00,177,LH,2024-06-09 06:45:00+00:00,2024-06-09 07:55:00+00:00,LD,32V,0.0,70.0
BER,2024-06-09 06:50:00+00:00,1432,AY,2024-06-09 06:50:00+00:00,2024-06-09 08:45:00+00:00,DP,32B,0.0,115.0
BER,2024-06-09 06:50:00+00:00,1929,LH,2024-06-09 06:50:00+00:00,2024-06-09 08:00:00+00:00,LD,32N,0.0,70.0
BER,2024-06-09 07:00:00+00:00,224,OS,2024-06-09 07:00:00+00:00,2024-06-09 08:15:00+00:00,LD,320,0.0,75.0
BER,2024-06-09 07:40:00+00:00,975,LX,2024-06-09 07:40:00+00:00,2024-06-09 09:10:00+00:00,LD,223,0.0,90.0
BER,2024-06-09 07:45:00+00:00,181,LH,2024-06-09 07:45:00+00:00,2024-06-09 08:55:00+00:00,LD,32Q,0.0,70.0
BER,2024-06-09 07:50:00+00:00,963,UA,2024-06-09 07:50:00+00:00,2024-06-09 16:50:00+00:00,DP,764,0.0,540.0
BER,2024-06-09 08:45:00+00:00,183,LH,2024-06-09 08:45:00+00:00,2024-06-09 09:55:00+00:00,LD,32A,0.0,70.0
BER,2024-06-09 08:50:00+00:00,1935,LH,2024-06-09 08:50:00+00:00,2024-06-09 10:00:00+00:00,LD,319,0.0,70.0
BER,2024-06-09 08:55:00+00:00,977,LX,2024-06-09 08:55:00+00:00,2024-06-09 10:20:00+00:00,LD,320,0.0,85.0
BER,2024-06-09 09:00:00+00:00,695,XQ,2024-06-09 09:00:00+00:00,2024-06-09 12:10:00+00:00,LD,73H,0.0,190.0
BER,2024-06-09 09:15:00+00:00,226,OS,2024-06-09 09:15:00+00:00,2024-06-09 10:30:00+00:00,LD,320,0.0,75.0
BER,2024-06-09 09:40:00+00:00,2582,SN,2024-06-09 09:40:00+00:00,2024-06-09 11:05:00+00:00,LD,319,0.0,85.0
BER,2024-06-09 09:45:00+00:00,185,LH,2024-06-09 09:45:00+00:00,2024-06-09 10:55:00+00:00,LD,320,0.0,70.0
BEW,2024-06-09 06:15:00+00:00,311,TM,2024-06-09 06:15:00+00:00,2024-06-09 07:55:00+00:00,,ER4,0.0,100.0
BEW,2024-06-09 06:40:00+00:00,101,TM,2024-06-09 06:40:00+00:00,2024-06-09 08:20:00+00:00,,DH4,0.0,100.0
BGO,2024-06-09 08:50:00+00:00,804,AY,2024-06-09 08:50:00+00:00,2024-06-09 10:10:00+00:00,,32B,0.0,80.0
BGO,2024-06-09 09:55:00+00:00,942,AY,2024-06-09 09:55:00+00:00,2024-06-09 12:10:00+00:00,,DH4,0.0,135.0
BHD,2024-06-09 09:15:00+00:00,1529,LH,2024-06-09 09:15:00+00:00,2024-06-09 11:10:00+00:00,LD,E90,0.0,115.0
BHX,2024-06-09 08:10:00+00:00,953,LH,2024-06-09 08:10:00+00:00,2024-06-09 09:45:00+00:00,LD,CR9,0.0,95.0
BHX,2024-06-09 09:00:00+00:00,697,XQ,2024-06-09 09:00:00+00:00,2024-06-09 13:20:00+00:00,DP,73H,0.0,260.0
BHX,2024-06-09 09:50:00+00:00,2509,LH,2024-06-09 09:50:00+00:00,2024-06-09 11:40:00+00:00,LD,31K,0.0,110.0
BIA,2024-06-09 08:50:00+00:00,2281,LH,2024-06-09 08:50:00+00:00,2024-06-09 10:10:00+00:00,LD,32A,0.0,80.0
BIO,2024-06-09 07:30:00+00:00,227,WK,2024-06-09 07:30:00+00:00,2024-06-09 09:20:00+00:00,LD,320,0.0,110.0
BIO,2024-06-09 09:35:00+00:00,1825,LH,2024-06-09 09:35:00+00:00,2024-06-09 11:45:00+00:00,LD,223,0.0,130.0
BJV,2024-06-09 08:30:00+00:00,1665,4Y,2024-06-09 08:30:00+00:00,2024-06-09 11:20:00+00:00,LD,32A,0.0,170.0
BLL,2024-06-09 04:15:00+00:00,843,LH,2024-06-09 04:15:00+00:00,2024-06-09 05:40:00+00:00,CD,CR9,0.0,85.0
BLL,2024-06-09 08:55:00+00:00,837,LH,2024-06-09 08:55:00+00:00,2024-06-09 10:20:00+00:00,LD,319,0.0,85.0
BLQ,2024-06-09 07:45:00+00:00,8239,EN,2024-06-09 07:45:00+00:00,2024-06-09 08:55:00+00:00,LD,E95,0.0,70.0
BLQ,2024-06-09 08:35:00+00:00,548,OS,2024-06-09 08:35:00+00:00,2024-06-09 09:50:00+00:00,LD,E95,0.0,75.0
BLQ,2024-06-09 08:45:00+00:00,1669,LX,2024-06-09 08:45:00+00:00,2024-06-09 09:55:00+00:00,LD,223,0.0,70.0
BLQ,2024-06-09 08:50:00+00:00,283,LH,2024-06-09 08:50:00+00:00,2024-06-09 10:20:00+00:00,LD,320,0.0,90.0
BOD,2024-06-09 08:30:00+00:00,899,LH,2024-06-09 08:30:00+00:00,2024-06-09 10:20:00+00:00,LD,CR9,0.0,110.0
BOJ,2024-06-09 06:35:00+00:00,1401,4Y,2024-06-09 06:35:00+00:00,2024-06-09 09:20:00+00:00,LD,32A,0.0,165.0
BOM,2024-06-09 02:50:00+00:00,3631,SV,2024-06-09 02:50:00+00:00,2024-06-09 07:40:00+00:00,,773,0.0,290.0
BOM,2024-06-09 05:25:00+00:00,3635,SV,2024-06-09 05:25:00+00:00,2024-06-09 10:35:00+00:00,,333,0.0,310.0
BRE,2024-06-09 06:15:00+00:00,353,LH,2024-06-09 06:15:00+00:00,2024-06-09 07:20:00+00:00,LD,319,0.0,65.0
BRE,2024-06-09 07:20:00+00:00,2189,LH,2024-06-09 07:20:00+00:00,2024-06-09 08:35:00+00:00,LD,32N,0.0,75.0
BRE,2024-06-09 09:00:00+00:00,219,XQ,2024-06-09 09:00:00+00:00,2024-06-09 12:35:00+00:00,LD,7M8,0.0,215.0
BRE,2024-06-09 09:25:00+00:00,355,LH,2024-06-09 09:25:00+00:00,2024-06-09 10:25:00+00:00,LD,CR9,0.0,60.0
BRI,2024-06-09 06:40:00+00:00,2851,EW,2024-06-09 06:40:00+00:00,2024-06-09 08:30:00+00:00,LD,31D,0.0,110.0
BRI,2024-06-09 07:00:00+00:00,482,OS,2024-06-09 07:00:00+00:00,2024-06-09 08:30:00+00:00,LD,320,0.0,90.0
BRU,2024-06-09 05:55:00+00:00,3255,SN,2024-06-09 05:55:00+00:00,2024-06-09 09:20:00+00:00,LD,320,0.0,205.0
BRU,2024-06-09 06:00:00+00:00,3633,SN,2024-06-09 06:00:00+00:00,2024-06-09 07:00:00+00:00,LD,32N,0.0,60.0
BRU,2024-06-09 06:10:00+00:00,757,XQ,2024-06-09 06:10:00+00:00,2024-06-09 09:45:00+00:00,LD,73H,0.0,215.0
BRU,2024-06-09 06:20:00+00:00,3751,SN,2024-06-09 06:20:00+00:00,2024-06-09 08:35:00+00:00,LD,319,0.0,135.0
BRU,2024-06-09 06:35:00+00:00,1005,LH,2024-06-09 06:35:00+00:00,2024-06-09 07:35:00+00:00,LD,320,0.0,60.0
BRU,2024-06-09 06:40:00+00:00,3801,SN,2024-06-09 06:40:00+00:00,2024-06-09 09:40:00+00:00,LD,320,0.0,180.0
BRU,2024-06-09 06:45:00+00:00,3245,SN,2024-06-09 06:45:00+00:00,2024-06-09 10:00:00+00:00,LD,319,0.0,195.0
BRU,2024-06-09 06:50:00+00:00,791,LX,2024-06-09 06:50:00+00:00,2024-06-09 08:10:00+00:00,LD,223,0.0,80.0
BRU,2024-06-09 06:55:00+00:00,3139,SN,2024-06-09 06:55:00+00:00,2024-06-09 08:45:00+00:00,LD,319,0.0,110.0
BRU,2024-06-09 07:00:00+00:00,2283,LH,2024-06-09 07:00:00+00:00,2024-06-09 08:15:00+00:00,LD,CR9,0.0,75.0
BRU,2024-06-09 07:15:00+00:00,3815,SN,2024-06-09 07:15:00+00:00,2024-06-09 10:10:00+00:00,LD,32N,0.0,175.0
BRU,2024-06-09 07:20:00+00:00,3289,SN,2024-06-09 07:20:00+00:00,2024-06-09 11:50:00+00:00,LD,320,0.0,270.0
BRU,2024-06-09 07:25:00+00:00,2581,SN,2024-06-09 07:25:00+00:00,2024-06-09 08:50:00+00:00,LD,319,0.0,85.0
BRU,2024-06-09 07:25:00+00:00,3721,SN,2024-06-09 07:25:00+00:00,2024-06-09 09:50:00+00:00,LD,320,0.0,145.0
BRU,2024-06-09 07:30:00+00:00,2257,SN,2024-06-09 07:30:00+00:00,2024-06-09 09:05:00+00:00,LD,319,0.0,95.0
BRU,2024-06-09 07:30:00+00:00,3201,SN,2024-06-09 07:30:00+00:00,2024-06-09 09:10:00+00:00,LD,319,0.0,100.0
BRU,2024-06-09 07:35:00+00:00,3169,SN,2024-06-09 07:35:00+00:00,2024-06-09 09:55:00+00:00,LD,320,0.0,140.0
BRU,2024-06-09 07:35:00+00:00,3587,SN,2024-06-09 07:35:00+00:00,2024-06-09 09:00:00+00:00,LD,319,0.0,85.0
BRU,2024-06-09 07:40:00+00:00,787,LX,2024-06-09 07:40:00+00:00,2024-06-09 09:05:00+00:00,LD,320,0.0,85.0
BRU,2024-06-09 07:45:00+00:00,3617,SN,2024-06-09 07:45:00+00:00,2024-06-09 09:35:00+00:00,LD,320,0.0,110.0
BSL,2024-06-09 06:35:00+00:00,1201,LH,2024-06-09 06:35:00+00:00,2024-06-09 07:35:00+00:00,LD,CRK,0.0,60.0
BSL,2024-06-09 07:45:00+00:00,111,XQ,2024-06-09 07:45:00+00:00,2024-06-09 11:05:00+00:00,LD,320,0.0,200.0
BSL,2024-06-09 09:05:00+00:00,1203,LH,2024-06-09 09:05:00+00:00,2024-06-09 10:05:00+00:00,LD,CR9,0.0,60.0
BSL,2024-06-09 09:20:00+00:00,6811,EW,2024-06-09 09:20:00+00:00,2024-06-09 11:10:00+00:00,LD,320,0.0,110.0
BUD,2024-06-09 07:35:00+00:00,1335,LH,2024-06-09 07:35:00+00:00,2024-06-09 09:20:00+00:00,LD,32M,0.0,105.0
BUD,2024-06-09 07:40:00+00:00,2251,LX,2024-06-09 07:40:00+00:00,2024-06-09 09:20:00+00:00,LD,320,0.0,100.0
BUD,2024-06-09 09:10:00+00:00,1337,LH,2024-06-09 09:10:00+00:00,2024-06-09 10:55:00+00:00,LD,32M,0.0,105.0
BUD,2024-06-09 09:20:00+00:00,714,OS,2024-06-09 09:20:00+00:00,2024-06-09 10:05:00+00:00,LD,E95,0.0,45.0
CAG,2024-06-09 06:55:00+00:00,389,WK,2024-06-09 06:55:00+00:00,2024-06-09 08:40:00+00:00,LD,320,0.0,105.0
CAG,2024-06-09 07:45:00+00:00,9869,EW,2024-06-09 07:45:00+00:00,2024-06-09 10:00:00+00:00,LD,31D,0.0,135.0
CAI,2024-06-09 07:40:00+00:00,733,MS,2024-06-09 07:40:00+00:00,2024-06-09 12:15:00+00:00,,321,0.0,275.0
CAI,2024-06-09 07:50:00+00:00,785,MS,2024-06-09 07:50:00+00:00,2024-06-09 12:10:00+00:00,LD,321,0.0,260.0
CAI,2024-06-09 08:55:00+00:00,787,MS,2024-06-09 08:55:00+00:00,2024-06-09 12:55:00+00:00,LD,32N,0.0,240.0
CAI,2024-06-09 09:00:00+00:00,797,MS,2024-06-09 09:00:00+00:00,2024-06-09 12:30:00+00:00,LD,32N,0.0,210.0
CAN,2024-06-09 00:10:00+00:00,3091,CZ,2024-06-09 00:10:00+00:00,2024-06-09 02:35:00+00:00,,789,0.0,145.0
CDG,2024-06-09 06:30:00+00:00,3632,SN,2024-06-09 06:30:00+00:00,2024-06-09 07:30:00+00:00,LD,320,0.0,60.0
CDG,2024-06-09 06:10:00+00:00,2227,LH,2024-06-09 06:10:00+00:00,2024-06-09 07:40:00+00:00,LD,32A,0.0,90.0
CDG,2024-06-09 07:45:00+00:00,633,LX,2024-06-09 07:45:00+00:00,2024-06-09 09:05:00+00:00,LD,223,0.0,80.0
CDG,2024-06-09 07:50:00+00:00,479,KM,2024-06-09 07:50:00+00:00,2024-06-09 10:45:00+00:00,,320,0.0,175.0
CDG,2024-06-09 07:55:00+00:00,412,OS,2024-06-09 07:55:00+00:00,2024-06-09 09:50:00+00:00,LD,320,0.0,115.0
CDG,2024-06-09 07:55:00+00:00,3634,SN,2024-06-09 07:55:00+00:00,2024-06-09 08:55:00+00:00,LD,32N,0.0,60.0
CDG,2024-06-09 08:30:00+00:00,1029,LH,2024-06-09 08:30:00+00:00,2024-06-09 09:45:00+00:00,LD,32A,0.0,75.0
CDG,2024-06-09 08:45:00+00:00,332,LO,2024-06-09 08:45:00+00:00,2024-06-09 11:05:00+00:00,,7M8,0.0,140.0
CDG,2024-06-09 08:50:00+00:00,1572,AY,2024-06-09 08:50:00+00:00,2024-06-09 11:50:00+00:00,,320,0.0,180.0
CDG,2024-06-09 09:10:00+00:00,320,LY,2024-06-09 09:10:00+00:00,2024-06-09 13:35:00+00:00,,739,0.0,265.0
CDG,2024-06-09 09:30:00+00:00,1031,LH,2024-06-09 09:30:00+00:00,2024-06-09 10:45:00+00:00,LD,32A,0.0,75.0
CFU,2024-06-09 05:50:00+00:00,1211,4Y,2024-06-09 05:50:00+00:00,2024-06-09 08:20:00+00:00,LD,32A,0.0,150.0
CFU,2024-06-09 06:15:00+00:00,615,EW,2024-06-09 06:15:00+00:00,2024-06-09 08:50:00+00:00,LD,73H,0.0,155.0
CFU,2024-06-09 06:30:00+00:00,4395,EW,2024-06-09 06:30:00+00:00,2024-06-09 08:25:00+00:00,LD,320,0.0,115.0
CFU,2024-06-09 06:50:00+00:00,1283,4Y,2024-06-09 06:50:00+00:00,2024-06-09 08:50:00+00:00,LD,32A,0.0,120.0
CFU,2024-06-09 07:15:00+00:00,7617,EW,2024-06-09 07:15:00+00:00,2024-06-09 10:00:00+00:00,LD,320,0.0,165.0
CFU,2024-06-09 08:35:00+00:00,3260,SN,2024-06-09 08:35:00+00:00,2024-06-09 11:30:00+00:00,LD,320,0.0,175.0
CGN,2024-06-09 06:40:00+00:00,1973,LH,2024-06-09 06:40:00+00:00,2024-06-09 07:45:00+00:00,LD,223,0.0,65.0
CGN,2024-06-09 06:45:00+00:00,658,EW,2024-06-09 06:45:00+00:00,2024-06-09 10:00:00+00:00,LD,31D,0.0,195.0
CGN,2024-06-09 08:25:00+00:00,602,EW,2024-06-09 08:25:00+00:00,2024-06-09 11:30:00+00:00,LD,73H,0.0,185.0
CGN,2024-06-09 09:15:00+00:00,842,EW,2024-06-09 09:15:00+00:00,2024-06-09 10:40:00+00:00,LD,73H,0.0,85.0
CGN,2024-06-09 09:25:00+00:00,814,EW,2024-06-09 09:25:00+00:00,2024-06-09 10:55:00+00:00,LD,320,0.0,90.0
CHQ,2024-06-09 06:40:00+00:00,1207,4Y,2024-06-09 06:40:00+00:00,2024-06-09 10:00:00+00:00,LD,32A,0.0,200.0
CHQ,2024-06-09 07:20:00+00:00,1259,4Y,2024-06-09 07:20:00+00:00,2024-06-09 10:15:00+00:00,LD,32A,0.0,175.0
CHQ,2024-06-09 07:50:00+00:00,1856,AY,2024-06-09 07:50:00+00:00,2024-06-09 11:50:00+00:00,,32B,0.0,240.0
CPH,2024-06-09 06:05:00+00:00,657,SK,2024-06-09 06:05:00+00:00,2024-06-09 07:35:00+00:00,,CRJ,0.0,90.0
CPH,2024-06-09 06:05:00+00:00,1629,SK,2024-06-09 06:05:00+00:00,2024-06-09 07:20:00+00:00,,32N,0.0,75.0
CPH,2024-06-09 06:45:00+00:00,952,AY,2024-06-09 06:45:00+00:00,2024-06-09 08:15:00+00:00,,32B,0.0,90.0
CPH,2024-06-09 07:40:00+00:00,825,LH,2024-06-09 07:40:00+00:00,2024-06-09 09:10:00+00:00,LD,321,0.0,90.0
CPH,2024-06-09 07:40:00+00:00,1267,LX,2024-06-09 07:40:00+00:00,2024-06-09 09:30:00+00:00,LD,320,0.0,110.0
CPH,2024-06-09 07:50:00+00:00,302,OS,2024-06-09 07:50:00+00:00,2024-06-09 09:30:00+00:00,LD,321,0.0,100.0
CPH,2024-06-09 07:55:00+00:00,1261,LX,2024-06-09 07:55:00+00:00,2024-06-09 09:55:00+00:00,LD,223,0.0,120.0
CPH,2024-06-09 09:55:00+00:00,2258,SN,2024-06-09 09:55:00+00:00,2024-06-09 11:30:00+00:00,LD,319,0.0,95.0
ADB,2024-06-09 22:30:00+00:00,822,XQ,2024-06-09 22:30:00+00:00,2024-06-10 00:05:00+00:00,LD,73H,0.0,95.0
ADB,2024-06-09 23:30:00+00:00,994,XQ,2024-06-09 23:30:00+00:00,2024-06-10 02:50:00+00:00,LD,7M8,0.0,200.0
ADB,2024-06-10 00:50:00+00:00,936,XQ,2024-06-10 00:50:00+00:00,2024-06-10 04:10:00+00:00,LD,73H,0.0,200.0
ADB,2024-06-10 00:50:00+00:00,988,XQ,2024-06-10 00:50:00+00:00,2024-06-10 04:15:00+00:00,LD,73H,0.0,205.0
ADB,2024-06-10 01:00:00+00:00,864,XQ,2024-06-10 01:00:00+00:00,2024-06-10 04:15:00+00:00,LD,73H,0.0,195.0
AGP,2024-06-09 23:15:00+00:00,1676,AY,2024-06-09 23:15:00+00:00,2024-06-10 03:45:00+00:00,,32B,0.0,270.0
AHB,2024-06-09 21:05:00+00:00,1621,SV,2024-06-09 21:05:00+00:00,2024-06-09 22:25:00+00:00,,320,0.0,80.0
AHB,2024-06-09 22:45:00+00:00,1643,SV,2024-06-09 22:45:00+00:00,2024-06-10 00:05:00+00:00,,320,0.0,80.0
ALA,2024-06-09 22:50:00+00:00,651,LH,2024-06-09 22:50:00+00:00,2024-06-10 06:55:00+00:00,LD,333,0.0,485.0
ALG,2024-06-10 00:50:00+00:00,1319,LH,2024-06-10 00:50:00+00:00,2024-06-10 03:30:00+00:00,LD,319,0.0,160.0
AMM,2024-06-10 00:45:00+00:00,693,LH,2024-06-10 00:45:00+00:00,2024-06-10 05:30:00+00:00,LD,320,0.0,285.0
ASR,2024-06-10 00:25:00+00:00,798,XQ,2024-06-10 00:25:00+00:00,2024-06-10 04:30:00+00:00,LD,73H,0.0,245.0
ATH,2024-06-09 20:55:00+00:00,930,A3,2024-06-09 20:55:00+00:00,2024-06-09 22:50:00+00:00,LD,321,0.0,115.0
AUH,2024-06-09 22:10:00+00:00,121,EY,2024-06-09 22:10:00+00:00,2024-06-10 04:55:00+00:00,LD,789,0.0,405.0
AUH,2024-06-09 22:30:00+00:00,125,EY,2024-06-09 22:30:00+00:00,2024-06-10 05:00:00+00:00,LD,789,0.0,390.0
AUH,2024-06-09 23:05:00+00:00,151,EY,2024-06-09 23:05:00+00:00,2024-06-10 13:50:00+00:00,,351,0.0,885.0
AUH,2024-06-09 23:15:00+00:00,657,EY,2024-06-09 23:15:00+00:00,2024-06-10 03:10:00+00:00,,320,0.0,235.0
AYT,2024-06-09 20:30:00+00:00,166,XQ,2024-06-09 20:30:00+00:00,2024-06-09 23:55:00+00:00,LD,73H,0.0,205.0
AYT,2024-06-09 20:45:00+00:00,164,XQ,2024-06-09 20:45:00+00:00,2024-06-10 00:10:00+00:00,DP,7M8,0.0,205.0
AYT,2024-06-09 20:45:00+00:00,256,XQ,2024-06-09 20:45:00+00:00,2024-06-10 00:45:00+00:00,LD,7M8,0.0,240.0
AYT,2024-06-09 20:50:00+00:00,230,XQ,2024-06-09 20:50:00+00:00,2024-06-10 00:45:00+00:00,LD,7M8,0.0,235.0
AYT,2024-06-09 20:55:00+00:00,112,XQ,2024-06-09 20:55:00+00:00,2024-06-10 00:55:00+00:00,LD,73H,0.0,240.0
AYT,2024-06-09 20:55:00+00:00,232,XQ,2024-06-09 20:55:00+00:00,2024-06-10 00:50:00+00:00,LD,73H,0.0,235.0
AYT,2024-06-10 00:45:00+00:00,1942,AY,2024-06-10 00:45:00+00:00,2024-06-10 04:55:00+00:00,,319,0.0,250.0
BEY,2024-06-10 00:55:00+00:00,1303,LH,2024-06-10 00:55:00+00:00,2024-06-10 05:15:00+00:00,LD,32Q,0.0,260.0
